Id_cliente,churn,genero,idoso,possui_parceiro,possui_dependentes,tempo_de_contato,servico_telefonico,varias_linhas_telefonicas,tipo_de_internet,seguraca_online,backup_online,protecao_de_dispositivo,suporte_tecnico,tv_por_streaming,filmes_por_streaming,tipo_de_contrato,fatura_digital,forma_de_pagamento,gasto_mensal,gasto_total,contas_diarias
9028-LIHRP,No,Masculino,No,Yes,Yes,71,Yes,No,Fibra óptica,Yes,Yes,Yes,Yes,Yes,No,Dois anos,No,Cartão de crédito (automático),100.2,7209.0,3.3845070422535213
9029-FEGVJ,No,Feminino,Yes,Yes,No,32,Yes,Yes,Fibra óptica,No,No,Yes,No,No,No,Mês a mês,No,Cheque enviado,79.3,2570.0,2.6770833333333335
9030-QGZNL,No,Feminino,No,No,No,8,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Dois anos,No,Cheque enviado,20.85,161.65,0.6735416666666667
9031-ZVQPT,No,Masculino,No,Yes,No,72,Yes,Yes,Fibra óptica,No,Yes,Yes,Yes,Yes,Yes,Dois anos,Yes,Cheque eletrônico,108.2,7840.6,3.6299074074074076
9033-EOXWV,Yes,Feminino,No,No,No,12,Yes,Yes,DSL,No,No,No,Yes,Yes,Yes,Um ano,No,Cheque enviado,74.05,872.65,2.424027777777778
9036-CSKBW,No,Feminino,No,No,No,51,Yes,Yes,Fibra óptica,Yes,Yes,Yes,No,Yes,Yes,Um ano,No,Transferência bancária (automática),107.45,5680.9,3.713006535947712
9039-RBEEE,Yes,Masculino,No,No,No,39,No,No phone service,DSL,Yes,Yes,No,Yes,Yes,No,Mês a mês,Yes,Cartão de crédito (automático),48.95,1880.85,1.6075641025641025
9039-ZVJDC,No,Masculino,No,No,No,3,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Mês a mês,Yes,Cheque enviado,19.1,53.05,0.5894444444444444
9040-KZVWO,No,Masculino,No,No,No,26,Yes,No,Fibra óptica,No,Yes,No,No,No,No,Um ano,No,Transferência bancária (automática),75.5,2018.1,2.587307692307692
9046-DQMTP,No,Masculino,No,No,No,35,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Mês a mês,No,Transferência bancária (automática),20.75,739.9,0.7046666666666667
9046-JBFWA,No,Masculino,No,No,Yes,27,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Mês a mês,No,Cheque enviado,19.15,537.35,0.6633950617283951
9048-JVYVF,Yes,Masculino,No,No,No,3,Yes,No,DSL,No,No,No,Yes,Yes,Yes,Mês a mês,Yes,Cheque eletrônico,69.35,191.35,2.126111111111111
9050-IKDZA,No,Feminino,Yes,No,No,2,Yes,No,Fibra óptica,No,No,No,No,Yes,No,Mês a mês,No,Cheque enviado,81.5,162.55,2.709166666666667
9050-QLROH,Yes,Masculino,No,No,No,18,Yes,Yes,Fibra óptica,No,No,Yes,No,No,Yes,Mês a mês,Yes,Cartão de crédito (automático),90.7,1597.25,2.95787037037037
9052-DHNKM,No,Masculino,No,No,No,26,Yes,Yes,DSL,Yes,Yes,No,No,No,No,Um ano,No,Cheque eletrônico,61.55,1581.95,2.0281410256410255
9052-VKDUW,No,Feminino,Yes,Yes,No,65,Yes,Yes,Fibra óptica,Yes,Yes,Yes,No,Yes,Yes,Mês a mês,Yes,Cartão de crédito (automático),109.4,7227.45,3.706384615384615
9053-EJUNL,No,Masculino,No,No,No,41,Yes,Yes,Fibra óptica,No,Yes,No,No,Yes,No,Mês a mês,Yes,Cheque eletrônico,89.2,3645.75,2.9640243902439023
9053-JZFKV,Yes,Masculino,No,No,No,67,Yes,Yes,Fibra óptica,Yes,Yes,Yes,Yes,Yes,Yes,Dois anos,No,Cartão de crédito (automático),116.2,7752.3,3.856865671641791
9054-FOWNV,No,Masculino,No,Yes,Yes,22,Yes,Yes,Fibra óptica,No,No,Yes,No,Yes,No,Mês a mês,Yes,Cheque eletrônico,88.75,1885.15,2.856287878787879
9055-MOJJJ,No,Feminino,No,Yes,Yes,64,Yes,No,DSL,Yes,No,No,Yes,Yes,No,Um ano,No,Cheque enviado,65.8,4068.0,2.11875
9057-MSWCO,Yes,Masculino,Yes,Yes,No,27,No,No phone service,DSL,Yes,No,No,No,No,No,Mês a mês,No,Cartão de crédito (automático),30.75,805.1,0.9939506172839506
9057-SIHCH,Yes,Feminino,No,No,No,3,Yes,Yes,Fibra óptica,No,No,No,No,Yes,Yes,Mês a mês,Yes,Cheque eletrônico,96.6,291.9,3.243333333333333
9058-CBREO,Yes,Feminino,Yes,No,No,1,Yes,Yes,DSL,No,No,No,No,No,No,Mês a mês,No,Cheque enviado,50.55,50.55,1.6849999999999998
9058-HRZSV,No,Feminino,Yes,Yes,No,65,Yes,No,Fibra óptica,Yes,Yes,Yes,No,No,Yes,Mês a mês,No,Cheque eletrônico,94.4,6126.15,3.1416153846153843
9058-MJLZC,No,Feminino,No,No,No,24,Yes,No,Fibra óptica,Yes,No,No,No,Yes,Yes,Mês a mês,Yes,Cheque eletrônico,94.6,2283.15,3.171041666666667
9060-HJJRW,No,Feminino,No,No,No,51,No,No phone service,DSL,No,Yes,Yes,No,Yes,Yes,Um ano,Yes,Cartão de crédito (automático),56.4,2928.5,1.9140522875816994
9061-TIHDA,Yes,Masculino,Yes,Yes,No,13,Yes,Yes,Fibra óptica,No,No,No,No,Yes,Yes,Mês a mês,Yes,Cheque eletrônico,95.25,1233.65,3.1632051282051283
9063-ZGTUY,Yes,Feminino,No,Yes,Yes,61,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Mês a mês,Yes,Cheque enviado,19.4,1182.55,0.6462021857923497
9065-ZCPQX,No,Masculino,No,Yes,No,72,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,Yes,Dois anos,No,Transferência bancária (automática),78.85,5763.15,2.668125
9066-QRSDU,No,Feminino,No,Yes,No,69,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Um ano,Yes,Cheque eletrônico,26.3,1763.55,0.8519565217391304
9067-SQTNS,No,Masculino,No,Yes,Yes,44,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Um ano,No,Transferência bancária (automática),20.6,926.0,0.7015151515151515
9067-YGSCA,No,Feminino,No,No,No,70,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Um ano,No,Cartão de crédito (automático),26.05,1856.4,0.884
9068-FHQHD,No,Feminino,No,Yes,Yes,40,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Dois anos,No,Transferência bancária (automática),20.15,777.35,0.6477916666666667
9068-VPWQQ,No,Masculino,No,Yes,No,61,Yes,Yes,DSL,Yes,No,Yes,Yes,No,Yes,Dois anos,No,Cartão de crédito (automático),75.35,4729.3,2.5843169398907104
9069-LGEUL,No,Masculino,No,Yes,No,23,Yes,No,DSL,Yes,No,No,No,No,Yes,Mês a mês,Yes,Transferência bancária (automática),59.95,1406.0,2.03768115942029
9070-BCKQP,No,Feminino,No,Yes,No,72,Yes,Yes,Fibra óptica,Yes,No,Yes,Yes,Yes,Yes,Dois anos,Yes,Cartão de crédito (automático),110.15,7881.2,3.6487037037037036
9073-ZZIAY,No,Masculino,No,Yes,Yes,62,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Dois anos,No,Cheque eletrônico,86.1,5215.25,2.8038978494623654
9074-KGVOX,No,Masculino,No,Yes,Yes,50,No,No phone service,DSL,Yes,No,No,No,Yes,No,Mês a mês,Yes,Cartão de crédito (automático),39.45,2021.35,1.3475666666666666
9076-AXYIK,No,Masculino,Yes,Yes,No,64,Yes,Yes,Fibra óptica,No,No,Yes,Yes,Yes,Yes,Dois anos,No,Cheque eletrônico,102.1,6538.45,3.405442708333333
9079-LWTFD,No,Masculino,No,No,No,47,Yes,Yes,Fibra óptica,Yes,Yes,No,Yes,Yes,No,Mês a mês,No,Cheque enviado,100.75,4669.2,3.3114893617021277
9079-YEXQJ,Yes,Feminino,No,No,No,54,Yes,Yes,Fibra óptica,No,Yes,Yes,Yes,Yes,Yes,Mês a mês,No,Cheque eletrônico,111.1,6014.85,3.7128703703703705
9081-WWXKP,No,Feminino,No,Yes,Yes,47,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Dois anos,No,Cartão de crédito (automático),20.25,873.4,0.6194326241134752
9084-OAYKL,No,Masculino,No,No,No,58,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Dois anos,No,Cheque enviado,20.8,1212.25,0.6966954022988506
9086-YJYXS,No,Masculino,No,Yes,Yes,34,Yes,Yes,DSL,No,No,Yes,No,Yes,Yes,Um ano,No,Transferência bancária (automática),77.2,2753.8,2.699803921568628
9087-EYCPR,No,Feminino,No,No,No,60,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Dois anos,No,Cheque enviado,25.0,1505.05,0.8361388888888889
9089-UOWJG,No,Feminino,No,Yes,Yes,12,Yes,No,DSL,No,No,Yes,No,Yes,No,Mês a mês,Yes,Cartão de crédito (automático),58.35,740.55,2.0570833333333334
9090-SGQXL,Yes,Masculino,Yes,Yes,No,68,Yes,Yes,Fibra óptica,No,Yes,Yes,No,Yes,Yes,Mês a mês,Yes,Cheque eletrônico,105.3,7299.65,3.5782598039215685
9091-WTUUY,No,Masculino,No,Yes,Yes,64,Yes,No,DSL,Yes,No,Yes,Yes,Yes,No,Dois anos,No,Cheque enviado,69.25,4447.75,2.316536458333333
9092-GDZKO,No,Masculino,No,No,No,22,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Mês a mês,Yes,Cartão de crédito (automático),24.85,493.4,0.7475757575757576
9093-FPDLG,No,Feminino,No,No,No,11,Yes,No,Fibra óptica,No,Yes,Yes,Yes,No,Yes,Mês a mês,Yes,Cheque eletrônico,94.2,999.9,3.03
9094-AZPHK,No,Feminino,No,No,No,15,Yes,Yes,Fibra óptica,No,Yes,No,No,Yes,Yes,Mês a mês,Yes,Cheque eletrônico,100.15,1415.0,3.1444444444444444
9095-HFAFX,Yes,Feminino,No,No,No,5,Yes,No,Fibra óptica,No,No,No,No,Yes,No,Mês a mês,Yes,Cartão de crédito (automático),81.0,389.6,2.5973333333333333
9097-ZUBYC,No,Masculino,No,Yes,No,14,Yes,No,DSL,No,No,No,Yes,No,No,Mês a mês,No,Transferência bancária (automática),48.8,664.4,1.581904761904762
9099-FTUHS,No,Feminino,No,No,No,23,Yes,Yes,DSL,Yes,No,No,No,No,No,Mês a mês,No,Cheque eletrônico,54.4,1249.25,1.8105072463768115
9101-BWFSS,Yes,Feminino,No,Yes,No,50,Yes,Yes,Fibra óptica,Yes,Yes,No,Yes,Yes,Yes,Um ano,No,Cheque eletrônico,108.55,5610.7,3.7404666666666664
9101-NTIXF,No,Masculino,No,No,No,2,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Mês a mês,No,Cheque enviado,19.4,50.6,0.8433333333333334
9102-IAYHT,Yes,Feminino,No,Yes,Yes,17,Yes,Yes,Fibra óptica,No,No,No,No,No,Yes,Mês a mês,Yes,Cheque eletrônico,85.45,1451.6,2.8462745098039215
9102-OXKFY,No,Masculino,No,No,No,59,Yes,Yes,DSL,No,No,Yes,No,No,No,Dois anos,No,Cartão de crédito (automático),54.15,3116.15,1.7605367231638418
9103-CXVOK,No,Masculino,No,Yes,Yes,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Mês a mês,No,Cheque eletrônico,19.75,19.75,0.6583333333333333
9103-TCIHJ,Yes,Feminino,No,No,No,15,Yes,Yes,DSL,Yes,No,No,No,No,No,Mês a mês,Yes,Cheque enviado,55.7,899.8,1.9995555555555555
9107-UKCKY,No,Masculino,No,Yes,No,61,Yes,Yes,DSL,No,Yes,Yes,No,Yes,Yes,Um ano,Yes,Cheque eletrônico,79.8,4914.8,2.6856830601092896
9108-EJFJP,No,Feminino,No,Yes,No,1,Yes,No,DSL,Yes,Yes,No,No,No,No,Mês a mês,Yes,Cheque enviado,53.55,53.55,1.785
9108-EQPNQ,No,Feminino,No,Yes,Yes,10,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Dois anos,No,Cartão de crédito (automático),26.1,225.55,0.7518333333333334
9110-HSGTV,No,Feminino,No,No,No,69,Yes,No,DSL,Yes,No,Yes,Yes,Yes,Yes,Dois anos,Yes,Cartão de crédito (automático),82.45,5555.3,2.683719806763285
9112-WSNPU,No,Feminino,Yes,No,No,35,Yes,No,Fibra óptica,No,No,No,No,No,No,Mês a mês,No,Cheque eletrônico,70.55,2419.0,2.303809523809524
9114-AAFQH,No,Feminino,No,Yes,No,48,Yes,No,DSL,No,Yes,Yes,No,No,Yes,Um ano,Yes,Cheque eletrônico,65.65,3094.65,2.1490625
9114-DPSIA,No,Masculino,No,Yes,Yes,72,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,Yes,Dois anos,No,Cartão de crédito (automático),81.0,5750.0,2.662037037037037
9114-VEPUF,No,Masculino,No,Yes,No,62,Yes,Yes,Fibra óptica,Yes,Yes,No,No,No,Yes,Um ano,No,Cheque eletrônico,96.1,6001.45,3.2265860215053763
9115-YQHGA,No,Masculino,No,No,No,40,Yes,No,DSL,No,No,No,Yes,No,No,Mês a mês,Yes,Cheque eletrônico,51.1,2092.9,1.7440833333333334
9117-SHLZX,Yes,Masculino,No,No,No,1,Yes,No,DSL,No,No,No,No,No,No,Mês a mês,Yes,Cheque enviado,45.7,45.7,1.5233333333333334
9121-PHQSR,No,Masculino,Yes,Yes,No,16,Yes,Yes,Fibra óptica,No,No,No,No,Yes,No,Mês a mês,Yes,Cartão de crédito (automático),85.05,1391.15,2.898229166666667
9122-UMROB,No,Masculino,No,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Mês a mês,No,Cheque enviado,20.3,20.3,0.6766666666666666
9124-LHCJQ,Yes,Feminino,No,No,No,1,Yes,Yes,Fibra óptica,No,No,No,No,No,Yes,Mês a mês,Yes,Cheque enviado,85.45,85.45,2.8483333333333336
9127-FHJBZ,No,Masculino,No,Yes,Yes,72,Yes,Yes,Fibra óptica,Yes,Yes,Yes,Yes,Yes,Yes,Dois anos,Yes,Cheque eletrônico,114.0,8093.15,3.7468287037037036
9127-QRZMH,No,Masculino,No,Yes,No,44,Yes,No,DSL,Yes,Yes,No,Yes,No,No,Um ano,Yes,Transferência bancária (automática),59.85,2603.95,1.972689393939394
9128-CPXKI,No,Feminino,No,No,No,59,Yes,No,Fibra óptica,No,No,Yes,No,Yes,Yes,Dois anos,No,Cheque eletrônico,95.8,5655.45,3.195169491525424
9129-UXERG,No,Feminino,Yes,No,No,18,Yes,Yes,Fibra óptica,No,Yes,No,Yes,Yes,Yes,Mês a mês,Yes,Cartão de crédito (automático),103.6,1806.35,3.3450925925925925
9133-AYJZG,No,Feminino,No,No,No,23,Yes,Yes,Fibra óptica,No,Yes,No,No,Yes,Yes,Mês a mês,Yes,Cartão de crédito (automático),98.7,2249.1,3.2595652173913043
9134-CEQMF,Yes,Masculino,Yes,Yes,No,7,Yes,No,Fibra óptica,No,No,No,No,Yes,Yes,Mês a mês,Yes,Cheque eletrônico,89.5,676.7,3.2223809523809526
9134-WYRVP,No,Masculino,No,No,No,51,Yes,No,Fibra óptica,Yes,No,No,No,Yes,No,Um ano,No,Cheque enviado,86.35,4267.15,2.788986928104575
9135-HSWOC,No,Masculino,No,Yes,Yes,64,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Dois anos,Yes,Transferência bancária (automática),19.7,1274.05,0.6635677083333333
9135-MGVPY,No,Masculino,No,Yes,No,69,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Dois anos,Yes,Cheque enviado,84.7,5878.9,2.840048309178744
9136-ALYBR,Yes,Masculino,No,No,No,1,No,No phone service,DSL,No,No,No,No,No,No,Mês a mês,Yes,Cheque enviado,24.45,24.45,0.815
9137-NOQKA,No,Masculino,Yes,No,No,2,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Mês a mês,No,Cheque eletrônico,19.2,37.2,0.62
9137-UIYPG,No,Feminino,No,Yes,Yes,35,Yes,No,Fibra óptica,Yes,No,Yes,Yes,Yes,Yes,Mês a mês,Yes,Cheque eletrônico,106.9,3756.45,3.5775714285714284
9138-EFSMO,No,Masculino,No,Yes,Yes,26,Yes,No,Fibra óptica,No,No,No,No,No,Yes,Um ano,No,Transferência bancária (automática),78.95,2034.25,2.6080128205128204
9139-TWBAS,No,Feminino,No,Yes,No,26,No,No phone service,DSL,Yes,Yes,Yes,No,Yes,No,Um ano,No,Transferência bancária (automática),47.85,1190.5,1.5262820512820512
9139-WQQDY,Yes,Feminino,No,Yes,Yes,49,Yes,Yes,Fibra óptica,No,Yes,No,No,Yes,Yes,Um ano,No,Cheque enviado,100.45,4941.8,3.361768707482993
9140-CZQZZ,No,Feminino,No,Yes,No,68,Yes,No,DSL,Yes,Yes,No,Yes,Yes,Yes,Dois anos,Yes,Transferência bancária (automática),79.6,5515.8,2.703823529411765
9142-KZXOP,No,Masculino,No,No,No,44,Yes,No,Fibra óptica,No,No,No,No,No,No,Mês a mês,No,Cartão de crédito (automático),68.85,2958.95,2.241628787878788
9142-XMYJH,No,Feminino,No,No,No,29,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Mês a mês,No,Cartão de crédito (automático),19.35,601.6,0.6914942528735633
9143-CANJF,No,Feminino,No,Yes,Yes,24,Yes,No,DSL,Yes,No,No,Yes,No,No,Mês a mês,No,Cheque eletrônico,55.15,1319.85,1.833125
9146-JRIOX,No,Feminino,No,Yes,Yes,14,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Mês a mês,No,Cheque enviado,25.55,372.45,0.8867857142857143
9150-HEPMB,No,Masculino,No,No,No,56,Yes,No,DSL,Yes,No,Yes,No,No,No,Um ano,No,Cheque enviado,52.7,3019.7,1.797440476190476
9150-KPBJQ,No,Feminino,No,No,No,6,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Dois anos,No,Cartão de crédito (automático),19.65,116.85,0.6491666666666667
9152-AMKAK,No,Masculino,No,No,No,6,Yes,No,DSL,Yes,No,Yes,Yes,Yes,Yes,Dois anos,Yes,Cheque enviado,80.25,493.4,2.741111111111111
9153-BTBVV,No,Feminino,No,Yes,No,71,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Dois anos,No,Transferência bancária (automática),25.0,1753.0,0.8230046948356807
9154-QDGTH,No,Masculino,No,Yes,Yes,43,Yes,Yes,Fibra óptica,No,No,Yes,Yes,Yes,Yes,Um ano,Yes,Cartão de crédito (automático),104.3,4451.85,3.4510465116279074
9158-VCTQB,Yes,Feminino,No,Yes,No,41,Yes,Yes,Fibra óptica,Yes,Yes,Yes,Yes,Yes,Yes,Mês a mês,Yes,Transferência bancária (automática),113.6,4594.95,3.735731707317073
9163-GHAYE,No,Feminino,No,No,No,15,Yes,No,DSL,No,Yes,No,No,No,No,Mês a mês,No,Cheque eletrônico,48.85,736.8,1.6373333333333333
9167-APMXZ,No,Feminino,No,No,No,22,Yes,Yes,Fibra óptica,No,No,No,No,Yes,No,Mês a mês,Yes,Transferência bancária (automática),84.15,1821.95,2.7605303030303032
9168-INPSZ,No,Feminino,Yes,Yes,No,44,Yes,Yes,Fibra óptica,No,No,Yes,Yes,Yes,Yes,Mês a mês,No,Cheque eletrônico,104.15,4495.65,3.405795454545454
9169-BSVIN,No,Masculino,No,No,No,12,Yes,Yes,DSL,No,No,Yes,No,Yes,Yes,Mês a mês,No,Transferência bancária (automática),74.75,827.05,2.297361111111111
9170-ARBTB,No,Feminino,No,Yes,Yes,52,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Um ano,No,Cartão de crédito (automático),19.6,1012.4,0.648974358974359
9170-CCKOU,Yes,Masculino,No,Yes,No,17,Yes,Yes,Fibra óptica,Yes,Yes,Yes,No,No,No,Mês a mês,No,Cartão de crédito (automático),90.2,1454.15,2.851274509803922
9170-GYZJC,Yes,Feminino,No,Yes,Yes,41,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,Yes,Mês a mês,No,Cartão de crédito (automático),79.9,3326.2,2.7042276422764226
9172-ANCRX,Yes,Feminino,No,No,No,10,Yes,Yes,Fibra óptica,Yes,No,No,No,Yes,Yes,Mês a mês,Yes,Cheque eletrônico,98.7,973.25,3.2441666666666666
9172-JITSM,Yes,Feminino,No,Yes,Yes,26,Yes,No,Fibra óptica,No,No,No,No,Yes,Yes,Mês a mês,Yes,Cheque eletrônico,90.8,2361.8,3.027948717948718
9173-IVZVP,No,Feminino,No,Yes,Yes,53,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Dois anos,No,Cheque enviado,20.9,1146.05,0.7207861635220125
9174-FKWZE,Yes,Feminino,Yes,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Mês a mês,Yes,Cheque eletrônico,19.45,19.45,0.6483333333333333
9174-IHETN,No,Feminino,No,No,Yes,50,Yes,No,Fibra óptica,No,No,No,No,No,No,Dois anos,No,Cartão de crédito (automático),70.35,3533.6,2.3557333333333332
9178-JHUVJ,No,Masculino,No,Yes,Yes,24,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Dois anos,Yes,Transferência bancária (automática),24.1,587.4,0.8158333333333333
9184-GALIL,No,Feminino,No,Yes,Yes,38,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Mês a mês,No,Cheque enviado,20.45,781.25,0.6853070175438597
9185-TQCVP,Yes,Masculino,No,Yes,No,14,Yes,Yes,Fibra óptica,No,No,No,No,No,Yes,Mês a mês,Yes,Cheque eletrônico,85.15,1139.2,2.7123809523809523
9189-JWSHV,Yes,Feminino,Yes,Yes,No,24,Yes,Yes,Fibra óptica,No,No,No,No,Yes,Yes,Mês a mês,Yes,Cheque eletrônico,93.55,2264.05,3.144513888888889
9190-MFJLN,Yes,Masculino,Yes,No,No,19,Yes,No,Fibra óptica,No,No,Yes,No,Yes,Yes,Mês a mês,Yes,Cartão de crédito (automático),95.9,1777.9,3.119122807017544
9191-MYQKX,Yes,Feminino,No,Yes,No,7,Yes,No,Fibra óptica,No,No,Yes,No,No,No,Mês a mês,Yes,Transferência bancária (automática),75.15,496.9,2.366190476190476
9194-GFVOI,No,Feminino,No,Yes,No,42,Yes,Yes,DSL,Yes,No,Yes,Yes,Yes,Yes,Dois anos,No,Cartão de crédito (automático),84.35,3571.6,2.8346031746031746
9199-PWQVC,No,Feminino,No,Yes,No,63,Yes,Yes,DSL,Yes,Yes,No,No,Yes,Yes,Um ano,Yes,Cartão de crédito (automático),79.7,4786.15,2.5323544973544974
9200-NLNPD,No,Masculino,No,Yes,No,56,No,No phone service,DSL,No,No,Yes,Yes,Yes,Yes,Um ano,Yes,Transferência bancária (automática),54.05,2959.8,1.7617857142857143
9206-GVPEQ,Yes,Masculino,No,Yes,No,13,No,No phone service,DSL,Yes,No,No,Yes,Yes,Yes,Mês a mês,Yes,Cheque eletrônico,54.45,706.85,1.8124358974358974
9207-ZPANB,No,Masculino,No,No,No,37,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,No,Um ano,No,Cheque eletrônico,67.45,2443.3,2.2011711711711714
9208-OLGAQ,No,Feminino,Yes,No,No,18,Yes,No,Fibra óptica,No,No,Yes,No,No,Yes,Mês a mês,Yes,Cheque eletrônico,84.95,1443.65,2.673425925925926
9209-NWPGU,No,Masculino,No,No,No,44,Yes,No,DSL,Yes,No,No,Yes,Yes,No,Um ano,No,Cheque eletrônico,65.4,2774.55,2.1019318181818183
9210-IAHGH,Yes,Feminino,No,No,No,7,Yes,No,DSL,No,No,No,Yes,Yes,Yes,Mês a mês,Yes,Cartão de crédito (automático),70.75,450.8,2.1466666666666665
9214-EKVXR,No,Feminino,No,No,No,1,Yes,No,DSL,No,No,No,No,No,No,Mês a mês,Yes,Cheque enviado,44.0,44.0,1.4666666666666666
9220-CXRSC,No,Feminino,No,Yes,Yes,69,Yes,Yes,DSL,Yes,No,No,Yes,No,No,Dois anos,No,Cartão de crédito (automático),61.4,4059.85,1.961280193236715
9220-ZNKJI,No,Feminino,Yes,Yes,No,55,Yes,No,Fibra óptica,No,No,Yes,Yes,Yes,No,Dois anos,No,Cartão de crédito (automático),88.8,4805.3,2.9123030303030304
9221-OTIVJ,Yes,Feminino,Yes,No,No,14,Yes,Yes,Fibra óptica,No,Yes,Yes,No,Yes,Yes,Mês a mês,Yes,Cheque eletrônico,104.85,1531.4,3.646190476190476
9223-UCPVT,Yes,Feminino,No,No,No,1,Yes,No,Fibra óptica,No,No,Yes,No,Yes,Yes,Mês a mês,No,Cheque eletrônico,94.4,94.4,3.146666666666667
9224-VTYID,No,Masculino,No,Yes,Yes,47,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Dois anos,Yes,Cheque enviado,90.5,4318.35,3.0626595744680856
9225-BZLNZ,No,Masculino,No,Yes,No,72,Yes,Yes,DSL,Yes,Yes,Yes,No,Yes,Yes,Dois anos,Yes,Cheque eletrônico,85.25,6083.1,2.81625
9227-LUNBG,Yes,Feminino,No,No,No,1,No,No phone service,DSL,No,No,No,No,No,No,Mês a mês,No,Cheque eletrônico,24.6,24.6,0.8200000000000001
9227-UAQFT,No,Masculino,No,No,No,16,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Dois anos,No,Cheque enviado,19.75,284.35,0.5923958333333333
9227-YBAXE,No,Feminino,No,Yes,Yes,65,Yes,Yes,DSL,Yes,Yes,No,Yes,Yes,Yes,Dois anos,Yes,Transferência bancária (automática),82.5,5215.1,2.6744102564102565
9229-RQABD,No,Masculino,No,No,No,18,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Um ano,No,Cheque enviado,23.75,424.5,0.7861111111111111
9231-ZJYAM,Yes,Feminino,Yes,No,No,4,Yes,No,Fibra óptica,No,No,No,No,Yes,No,Mês a mês,Yes,Cheque eletrônico,78.85,292.8,2.44
9233-PSYHO,No,Feminino,Yes,No,No,45,Yes,Yes,Fibra óptica,No,No,Yes,No,Yes,Yes,Um ano,Yes,Transferência bancária (automática),100.15,4459.8,3.3035555555555556
9236-NDUCW,No,Feminino,No,No,No,21,No,No phone service,DSL,Yes,No,No,Yes,No,No,Dois anos,No,Cheque enviado,35.1,770.4,1.2228571428571429
9237-HQITU,Yes,Feminino,No,No,No,2,Yes,No,Fibra óptica,No,No,No,No,No,No,Mês a mês,Yes,Cheque eletrônico,70.7,151.65,2.5275000000000003
9239-GZHZE,No,Feminino,No,Yes,No,72,Yes,Yes,Fibra óptica,Yes,Yes,Yes,Yes,Yes,Yes,Dois anos,Yes,Cartão de crédito (automático),113.65,8124.2,3.761203703703704
9239-ZBZZV,Yes,Feminino,No,No,No,6,No,No phone service,DSL,No,No,Yes,No,Yes,Yes,Mês a mês,Yes,Cheque eletrônico,47.95,305.1,1.695
9242-TKFSV,No,Masculino,No,Yes,Yes,72,No,No phone service,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Dois anos,Yes,Cartão de crédito (automático),65.1,4754.3,2.201064814814815
9244-ZVAPM,No,Masculino,No,No,No,1,Yes,No,DSL,No,No,No,No,No,No,Mês a mês,No,Cheque enviado,45.6,45.6,1.52
